0	2.703663	44.3082818556	5.77770090103
61	2.150687	695.246275426	0.368214845657
131	2.3084786	529.943752243	0.483070135117
202	2.1517854	473.20913998	0.540987014771
271	2.093761	563.720348478	0.454125881195
341	2.0098388	450.826408993	0.567846059799
415	1.8794775	429.048459769	0.596669197083
487	1.9919137	520.447917732	0.491883993149
563	1.9300381	522.645036745	0.489816188812
630	1.7651556	552.498042894	0.463350057602
702	1.7424747	458.322266927	0.558558940887
774	1.4533855	451.711161799	0.566733837128
844	1.7276057	511.981690108	0.500017881393
910	1.6284983	503.785315209	0.508152961731
979	1.5451039	570.937921361	0.448385000229
1046	1.245399	466.20658178	0.549112796783
1116	1.4421481	467.411871895	0.547696828842
1187	1.3596902	475.702893315	0.538151025772
1259	1.2323339	543.831410219	0.470734119415
1329	1.089215	495.315661597	0.516842126846
1400	1.2096745	453.080474456	0.565021038055
1470	1.1662515	518.882551158	0.493367910385
1539	1.3849638	465.947626003	0.549417972565
1609	0.9684228	488.741817182	0.523793935776
1676	1.2938713	519.705305608	0.49258685112
1748	1.1868002	459.338677317	0.557322978973
1815	0.9697983	515.970991037	0.496151924133
1885	1.0317371	549.949818586	0.465497016907
1954	0.9926194	464.527089003	0.551098108292
2025	1.106846	554.863183004	0.461374998093
2096	0.9072035	506.675819854	0.505254030228
2166	0.94295406	487.316434727	0.525326013565
2236	1.1468753	495.941595995	0.516189813614
2305	0.98579955	446.745762176	0.573032855988
2374	0.9667212	539.16072761	0.474812030792
2444	0.9445663	474.490583914	0.539525985718
2516	0.8905554	527.820894935	0.485013008118
2585	1.0220546	475.256097599	0.538656949997
2652	0.79229856	535.596193061	0.47797203064
2720	0.8139665	460.776446516	0.555583953857
2791	0.78510875	530.193129534	0.482842922211
2859	0.8757178	476.372128103	0.537395000458
2931	0.68051225	434.934101767	0.588594913483
3000	0.81620204	438.381674016	0.583966016769
3073	0.83920807	411.781557568	0.621688842773
3146	0.8577106	411.501442326	0.622112035751
3218	0.88921255	440.584117022	0.581046819687
3288	0.79929996	475.008427012	0.538937807083
3358	0.8244321	553.342535939	0.462642908096
3432	0.82649696	666.420365341	0.384141921997
3497	0.64940625	489.051682965	0.523462057114
3567	0.71805155	432.755552009	0.591557979584
3639	0.73336726	534.967231108	0.478533983231
3709	0.5917803	444.723897977	0.575638055801
3780	0.7528366	427.270649516	0.599151849747
3857	0.7158114	577.123858307	0.443578958511
3927	0.7307646	505.446304365	0.506483078003
3999	0.74434245	459.742843478	0.556833028793
4069	0.74369067	464.347695823	0.551311016083
4142	0.50284034	501.608815489	0.51035785675
4211	0.6299963	511.807445491	0.500188112259
4282	0.6099368	595.800331154	0.42967414856
4347	0.51833075	551.377091911	0.464292049408
4417	0.7528076	469.835900331	0.544871091843
4487	0.66581035	417.747660206	0.612810134888
4557	0.566503	453.549359218	0.564436912537
4629	0.59402627	482.040276652	0.531075954437
4700	0.7008264	449.300079923	0.569775104523
4767	0.6698395	470.170008639	0.54448390007
4838	0.7689054	460.647955458	0.555738925934
4909	0.5441201	553.895728045	0.46218085289
4977	0.6136393	451.633642935	0.566831111908
5048	0.61140925	497.078762874	0.515008926392
5119	0.64991665	531.887129596	0.481305122375
5191	0.5560231	493.122331551	0.519140958786
5261	0.60175055	462.137302415	0.553947925568
5331	0.53985846	454.450228063	0.563318014145
5402	0.63959754	484.499867791	0.528379917145
5471	0.65095395	445.032456635	0.5752389431
5542	0.36954767	597.551355861	0.428415060043
5615	0.50506884	442.712038107	0.578253984451
5683	0.52790654	503.906128906	0.508031129837
5756	0.6597599	564.864762324	0.453205823898
5826	0.58541983	497.016868846	0.515073060989
5899	0.48486292	674.319896655	0.379641771317
5966	0.47532034	434.482327411	0.589206933975
6041	0.4842319	502.153758664	0.509804010391
6111	0.5845639	518.828896537	0.493418931961
6181	0.5560256	491.022429206	0.521361112595
6251	0.54446566	453.232133865	0.564831972122
6323	0.49639452	513.170148683	0.498859882355
6394	0.6531748	525.534605035	0.487123012543
6459	0.5278591	521.663381114	0.490737915039
6531	0.54592514	552.53386576	0.463320016861
6596	0.42431778	527.307660273	0.485485076904
6667	0.43819672	502.697062963	0.509253025055
6739	0.4768597	481.511747182	0.531658887863
6809	0.77258253	519.529032882	0.492753982544
6882	0.49297315	512.899526815	0.499123096466
6954	0.42805636	419.388788769	0.610412120819
TrainTime	529.145207
InitialTime	23.099240
FirstSessRunTime	5.777675
