0	2.5674307	41.1041414035	6.22808289528
69	2.1283195	611.550387579	0.418608188629
135	2.5267785	488.038288855	0.524549007416
203	2.2207186	414.838173825	0.617108106613
273	2.0625122	438.107111527	0.584331989288
343	1.9463676	513.443756978	0.498594045639
413	1.8003927	495.354050631	0.516802072525
484	1.8389279	523.885876661	0.488656044006
552	1.8200371	448.915747436	0.570262908936
618	1.7050108	531.49852491	0.481657028198
688	1.7214603	421.688740874	0.607082843781
759	1.5966499	473.196210347	0.541001796722
829	1.7447467	468.817176282	0.546055078506
898	1.5793692	469.327831757	0.545460939407
970	1.510118	602.242532136	0.425077915192
1041	1.5053573	464.382237823	0.551270008087
1113	1.4430662	577.088808127	0.443605899811
1184	1.4340281	562.561993101	0.455060958862
1254	1.337038	442.829073069	0.578101158142
1325	1.2501597	469.212570754	0.545594930649
1395	1.2189213	468.78545071	0.546092033386
1465	1.1991909	488.234681819	0.524338006973
1534	1.1557584	459.34358991	0.557317018509
1605	1.0913349	464.229849893	0.551450967789
1675	1.2756991	457.432108464	0.55964589119
1749	1.1402421	466.591297675	0.548660039902
1820	0.91759527	444.302487989	0.576184034348
1887	1.0324562	513.055883978	0.498970985413
1955	0.99017775	375.251039702	0.682209968567
2023	1.0303876	473.974914783	0.54011297226
2092	0.9721364	397.104149886	0.64466714859
2163	1.061606	505.34663113	0.506582975388
2232	1.0691619	475.622610352	0.538241863251
2302	0.84201455	493.690063731	0.518543958664
2369	0.99081063	551.512748195	0.464177846909
2440	0.81207097	436.183598641	0.586908817291
2514	0.84389377	741.036972419	0.345461845398
2582	0.9100152	461.858608035	0.554282188416
2653	0.75722015	526.586416002	0.486150026321
2725	0.7280131	347.359312827	0.736989021301
2795	0.7604991	673.737692389	0.379969835281
2861	0.90071785	491.644981772	0.520700931549
2930	0.6515713	467.485132445	0.547610998154
3001	0.80010974	669.885358425	0.382154941559
3070	0.68703264	505.760806171	0.50616812706
3141	0.6976508	456.232113972	0.561117887497
3209	0.776772	407.220466952	0.628652095795
3282	0.6737728	463.543038707	0.552268028259
3352	0.75132143	418.222781718	0.612113952637
3424	0.5824101	461.096007898	0.555198907852
3495	0.5450903	504.993690294	0.506937026978
3565	0.8308908	447.686967384	0.571828126907
3636	0.7115111	420.944649718	0.608155965805
3707	0.7417704	471.508722594	0.542937994003
3778	0.89088553	513.514721904	0.49852514267
3848	0.56360483	538.118000466	0.475732088089
3919	0.81694174	561.942246289	0.455562829971
3989	0.5933335	526.771904434	0.485978841782
4059	0.72413105	470.966662982	0.543562889099
4130	0.5174469	462.594834925	0.553400039673
4199	0.5697676	383.905906851	0.666830062866
4270	0.61470014	442.746539644	0.57820892334
4343	0.5556696	407.555103957	0.628135919571
4415	0.79769343	463.62449994	0.552170991898
4488	0.68240887	487.601244272	0.525019168854
4558	0.56536245	597.41737022	0.428511142731
4626	0.67107594	457.664320964	0.559361934662
4695	0.6674874	478.917361539	0.534538984299
4768	0.6573118	461.355147989	0.554887056351
4839	0.7535814	449.718596105	0.569244861603
4908	0.54335046	558.52637591	0.458348989487
4978	0.5356657	553.411838439	0.462584972382
5052	0.50355923	563.608499202	0.454216003418
5122	0.58494544	521.945108699	0.490473031998
5192	0.48865092	557.82650126	0.458924055099
5258	0.59867275	536.811325943	0.476890087128
5325	0.57165545	512.793708982	0.499226093292
5394	0.6911142	500.402806471	0.5115878582
5465	0.52398175	445.87329918	0.574154138565
5533	0.54263896	540.092292478	0.473993062973
5605	0.5048764	513.881645755	0.498169183731
5673	0.6118204	509.104118808	0.50284409523
5743	0.59860593	416.658481796	0.614412069321
5813	0.6897936	445.173422644	0.575056791306
5884	0.55133975	557.282498056	0.45937204361
5953	0.435466	463.241261337	0.552627801895
6024	0.5860124	512.582204252	0.499432086945
6095	0.52051747	603.48883783	0.424200057983
6164	0.47313195	450.545683267	0.568199872971
6236	0.5481603	464.903400672	0.55065202713
6306	0.5262817	482.89767978	0.530133008957
6377	0.48805565	453.212047027	0.564857006073
6446	0.4560953	464.043867443	0.551671981812
6518	0.7854704	483.844025973	0.529096126556
6590	0.4470411	529.075513386	0.483862876892
6663	0.53728604	452.442247704	0.565818071365
6731	0.5201109	467.062978621	0.548105955124
6800	0.5555161	489.859131181	0.522599220276
6871	0.57350427	482.588186331	0.530472993851
6944	0.48222727	492.08705344	0.520233154297
TrainTime	528.844336
InitialTime	20.134877
FirstSessRunTime	6.228052
